candidate_id,title,field,reviewer_a,reviewer_b,reviewer_a_notes,reviewer_b_notes,reviewer_a_anchors,reviewer_b_anchors
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,dynamics_evidence,2,1,"Planning is demonstrated only in the UVA/Padova in-silico environment. Fifty-step imagined trajectories are used for learning, but performance is not reported as a function of rollout horizon. PID guides early training and is a control baseline, not an action-agnostic dynamics comparator. No formal uncertainty calibration or external cohort is reported.","Closed-loop simulator utility and safety are strong, but learned dynamics have only a fixed 30-minute error test; no calibration, action ablation, external validation, or public artifacts.","Official IEEE Access PDF, DOI 10.1109/ACCESS.2021.3100007: pp. 5-9 define the extended state, random-forest glucose transition model, 30-min prediction target, and safe-SAC actions; pp. 12-16 and Tables 3-5 report recursive prediction errors and 20-day closed-loop outcomes; Figs. 6-10 show virtual-subject control and safety behavior.","Methods Sec. III, Figs. 1–2, Algorithms 1–3; Experiments Sec. IV-A–C, Tables 1–2, Figs. 3–4; Appendix A."
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,uncertainty_evidence,1,0,"Planning is demonstrated only in the UVA/Padova in-silico environment. Fifty-step imagined trajectories are used for learning, but performance is not reported as a function of rollout horizon. PID guides early training and is a control baseline, not an action-agnostic dynamics comparator. No formal uncertainty calibration or external cohort is reported.","Closed-loop simulator utility and safety are strong, but learned dynamics have only a fixed 30-minute error test; no calibration, action ablation, external validation, or public artifacts.","Official IEEE Access PDF, DOI 10.1109/ACCESS.2021.3100007: pp. 5-9 define the extended state, random-forest glucose transition model, 30-min prediction target, and safe-SAC actions; pp. 12-16 and Tables 3-5 report recursive prediction errors and 20-day closed-loop outcomes; Figs. 6-10 show virtual-subject control and safety behavior.","Methods Sec. III, Figs. 1–2, Algorithms 1–3; Experiments Sec. IV-A–C, Tables 1–2, Figs. 3–4; Appendix A."
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,closed_loop_evaluation,offline,simulation,"The paper implements intervention-conditioned trial simulations and explicit treated-versus-placebo endpoint/power calculations. Trial-specific and leave-one-trial-out calibration means the external trial comparison is not a fully frozen independent validation. Repeated simulations quantify Monte Carlo variation, but no reliability, coverage, or calibration-slope analysis is reported. Public source code is identified in the paper.","Six placebo/treatment profiles and power simulations support action evidence. External RCT comparison is adapted with trial-specific calibration, so it is not frozen; safety and full causal identification remain absent.","medRxiv full text, DOI 10.64898/2026.05.03.26352317: Abstract and pp. 2-4 state the six-trial retrospective/prospective design; Results pp. 5-11, Tables 1-2, and Figs. 1-5 report biomarker trajectories, placebo/treatment contrasts, endpoint predictions, and power curves; Methods pp. 14-21 define the VAE-neural-ODE state and amyloid-clearance intervention; pp. 13-14 discuss limitations.",Abstract; Methods pp. 6–16 and Algorithm 1; Results/trial figures pp. 17–27; code/data statements.
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,dynamics_evidence,2,1,"Alternative assumed treatment effects are simulated against placebo to support trial-design decisions. The disease models have prior test/VPC support, but intervention response is hypothetical rather than clinically validated, and no confounding or overlap analysis supports causal interpretation. The public Shiny interface and snippets aid inspection but do not constitute a complete downloadable analysis repository.","Placebo plus parameter-effect scenarios support action testing and trial utility, but treatment effects are imposed rather than empirically validated; external, causal, safety, and calibration evidence are absent.","Clinical and Translational Science full text, DOI 10.1002/psp4.70258: Methods sections 'Development of the CTS tool' and 'Clinical trial simulations' describe the UMOD/MUC1 registry models, synthetic cohorts, placebo and treatment parameter changes, durations, and 100 replicates; Results case reports and associated figures/tables report power across effect sizes and trial designs; Discussion states assumptions and validation limits; Data S1 supplies selected code examples.",Model/Methods and Fig. 1; case studies and Figs./Tables 2–5; Discussion and Data S1.
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,rollout_evidence,2,1,"Alternative assumed treatment effects are simulated against placebo to support trial-design decisions. The disease models have prior test/VPC support, but intervention response is hypothetical rather than clinically validated, and no confounding or overlap analysis supports causal interpretation. The public Shiny interface and snippets aid inspection but do not constitute a complete downloadable analysis repository.","Placebo plus parameter-effect scenarios support action testing and trial utility, but treatment effects are imposed rather than empirically validated; external, causal, safety, and calibration evidence are absent.","Clinical and Translational Science full text, DOI 10.1002/psp4.70258: Methods sections 'Development of the CTS tool' and 'Clinical trial simulations' describe the UMOD/MUC1 registry models, synthetic cohorts, placebo and treatment parameter changes, durations, and 100 replicates; Results case reports and associated figures/tables report power across effect sizes and trial designs; Discussion states assumptions and validation limits; Data S1 supplies selected code examples.",Model/Methods and Fig. 1; case studies and Figs./Tables 2–5; Discussion and Data S1.
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,causal_evidence,1,0,"Alternative assumed treatment effects are simulated against placebo to support trial-design decisions. The disease models have prior test/VPC support, but intervention response is hypothetical rather than clinically validated, and no confounding or overlap analysis supports causal interpretation. The public Shiny interface and snippets aid inspection but do not constitute a complete downloadable analysis repository.","Placebo plus parameter-effect scenarios support action testing and trial utility, but treatment effects are imposed rather than empirically validated; external, causal, safety, and calibration evidence are absent.","Clinical and Translational Science full text, DOI 10.1002/psp4.70258: Methods sections 'Development of the CTS tool' and 'Clinical trial simulations' describe the UMOD/MUC1 registry models, synthetic cohorts, placebo and treatment parameter changes, durations, and 100 replicates; Results case reports and associated figures/tables report power across effect sizes and trial designs; Discussion states assumptions and validation limits; Data S1 supplies selected code examples.",Model/Methods and Fig. 1; case studies and Figs./Tables 2–5; Discussion and Data S1.
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,external_evidence,1,0,"Alternative assumed treatment effects are simulated against placebo to support trial-design decisions. The disease models have prior test/VPC support, but intervention response is hypothetical rather than clinically validated, and no confounding or overlap analysis supports causal interpretation. The public Shiny interface and snippets aid inspection but do not constitute a complete downloadable analysis repository.","Placebo plus parameter-effect scenarios support action testing and trial utility, but treatment effects are imposed rather than empirically validated; external, causal, safety, and calibration evidence are absent.","Clinical and Translational Science full text, DOI 10.1002/psp4.70258: Methods sections 'Development of the CTS tool' and 'Clinical trial simulations' describe the UMOD/MUC1 registry models, synthetic cohorts, placebo and treatment parameter changes, durations, and 100 replicates; Results case reports and associated figures/tables report power across effect sizes and trial designs; Discussion states assumptions and validation limits; Data S1 supplies selected code examples.",Model/Methods and Fig. 1; case studies and Figs./Tables 2–5; Discussion and Data S1.
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,closed_loop_evaluation,offline,simulation,"Alternative assumed treatment effects are simulated against placebo to support trial-design decisions. The disease models have prior test/VPC support, but intervention response is hypothetical rather than clinically validated, and no confounding or overlap analysis supports causal interpretation. The public Shiny interface and snippets aid inspection but do not constitute a complete downloadable analysis repository.","Placebo plus parameter-effect scenarios support action testing and trial utility, but treatment effects are imposed rather than empirically validated; external, causal, safety, and calibration evidence are absent.","Clinical and Translational Science full text, DOI 10.1002/psp4.70258: Methods sections 'Development of the CTS tool' and 'Clinical trial simulations' describe the UMOD/MUC1 registry models, synthetic cohorts, placebo and treatment parameter changes, durations, and 100 replicates; Results case reports and associated figures/tables report power across effect sizes and trial designs; Discussion states assumptions and validation limits; Data S1 supplies selected code examples.",Model/Methods and Fig. 1; case studies and Figs./Tables 2–5; Discussion and Data S1.
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,public_code,no,yes,"Alternative assumed treatment effects are simulated against placebo to support trial-design decisions. The disease models have prior test/VPC support, but intervention response is hypothetical rather than clinically validated, and no confounding or overlap analysis supports causal interpretation. The public Shiny interface and snippets aid inspection but do not constitute a complete downloadable analysis repository.","Placebo plus parameter-effect scenarios support action testing and trial utility, but treatment effects are imposed rather than empirically validated; external, causal, safety, and calibration evidence are absent.","Clinical and Translational Science full text, DOI 10.1002/psp4.70258: Methods sections 'Development of the CTS tool' and 'Clinical trial simulations' describe the UMOD/MUC1 registry models, synthetic cohorts, placebo and treatment parameter changes, durations, and 100 replicates; Results case reports and associated figures/tables report power across effect sizes and trial designs; Discussion states assumptions and validation limits; Data S1 supplies selected code examples.",Model/Methods and Fig. 1; case studies and Figs./Tables 2–5; Discussion and Data S1.
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,dynamics_evidence,2,1,"A learned transition model is used to plan/control a physical magnetic robot, followed by frozen real-hardware evaluation. Recursive training is demonstrated, but no horizon-resolved degradation or uncertainty analysis is provided. Safety evidence concerns hardware constraints and overheating/dead-zone handling, not tissue or patient safety. No code or dataset release was found in the full text.","Real closed-loop transfer is demonstrated on the same apparatus that supplied training data. Physical hazards are discussed/managed, but no independent device, uncertainty, horizon-fidelity, or public implementation is provided.","IEEE Transactions on Medical Robotics and Bionics full text, DOI 10.1109/TMRB.2022.3214426: Sections II-B-II-D define the 34,742-transition physical dataset, state/action space, learned simulator, 5-30-step recursive episodes, and TD3 training; Section III and Figs. 4-7 compare validation/test loss and real-robot center, random-target, and square trajectories; safety-related reset, cooling, and dead-zone constraints appear in the methods and discussion.",Methods Sec. IV-B.1–5; Experiments Sec. V-A–D; Tables I–II and Figs. 4–6.
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,safety_evidence,2,1,"A learned transition model is used to plan/control a physical magnetic robot, followed by frozen real-hardware evaluation. Recursive training is demonstrated, but no horizon-resolved degradation or uncertainty analysis is provided. Safety evidence concerns hardware constraints and overheating/dead-zone handling, not tissue or patient safety. No code or dataset release was found in the full text.","Real closed-loop transfer is demonstrated on the same apparatus that supplied training data. Physical hazards are discussed/managed, but no independent device, uncertainty, horizon-fidelity, or public implementation is provided.","IEEE Transactions on Medical Robotics and Bionics full text, DOI 10.1109/TMRB.2022.3214426: Sections II-B-II-D define the 34,742-transition physical dataset, state/action space, learned simulator, 5-30-step recursive episodes, and TD3 training; Section III and Figs. 4-7 compare validation/test loss and real-robot center, random-target, and square trajectories; safety-related reset, cooling, and dead-zone constraints appear in the methods and discussion.",Methods Sec. IV-B.1–5; Experiments Sec. V-A–D; Tables I–II and Figs. 4–6.
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,frozen_external_validation,yes,no,"A learned transition model is used to plan/control a physical magnetic robot, followed by frozen real-hardware evaluation. Recursive training is demonstrated, but no horizon-resolved degradation or uncertainty analysis is provided. Safety evidence concerns hardware constraints and overheating/dead-zone handling, not tissue or patient safety. No code or dataset release was found in the full text.","Real closed-loop transfer is demonstrated on the same apparatus that supplied training data. Physical hazards are discussed/managed, but no independent device, uncertainty, horizon-fidelity, or public implementation is provided.","IEEE Transactions on Medical Robotics and Bionics full text, DOI 10.1109/TMRB.2022.3214426: Sections II-B-II-D define the 34,742-transition physical dataset, state/action space, learned simulator, 5-30-step recursive episodes, and TD3 training; Section III and Figs. 4-7 compare validation/test loss and real-robot center, random-target, and square trajectories; safety-related reset, cooling, and dead-zone constraints appear in the methods and discussion.",Methods Sec. IV-B.1–5; Experiments Sec. V-A–D; Tables I–II and Figs. 4–6.
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,action_evidence,1,2,"The longitudinal disease models receive genuinely independent non-US validation, and the platform can vary treatment timing and magnitude. However, the article mainly validates natural-history models and describes the simulation platform; it does not report a prospective decision-impact study or a clearly defined causal treatment estimand. Hypothetical treatment effects are assumptions, so causal evidence remains limited.",Frozen non-US natural-history validation is strong. Hypothetical treatment perturbations have no observed treatment-effect or causal validation; VPC intervals are uncertainty evidence but not formal calibration coverage.,"Clinical and Translational Science full text, DOI 10.1002/psp4.12753: Methods and Table 1 describe 15 studies, 1,505 participants, 27,252 observations, five outcomes, model-building and four non-US validation datasets; model-development and simulation sections define NLME trajectories, covariates, missing timed-test observations, placebo and hypothetical treatment scenarios; Results and Figs. 2-5 report internal and external VPCs; Appendix S5 contains model code.",Methods and Tables 1–3; development/external VPC Figs. 1–5 and supplement; Appendix S5.
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,causal_evidence,1,0,"The longitudinal disease models receive genuinely independent non-US validation, and the platform can vary treatment timing and magnitude. However, the article mainly validates natural-history models and describes the simulation platform; it does not report a prospective decision-impact study or a clearly defined causal treatment estimand. Hypothetical treatment effects are assumptions, so causal evidence remains limited.",Frozen non-US natural-history validation is strong. Hypothetical treatment perturbations have no observed treatment-effect or causal validation; VPC intervals are uncertainty evidence but not formal calibration coverage.,"Clinical and Translational Science full text, DOI 10.1002/psp4.12753: Methods and Table 1 describe 15 studies, 1,505 participants, 27,252 observations, five outcomes, model-building and four non-US validation datasets; model-development and simulation sections define NLME trajectories, covariates, missing timed-test observations, placebo and hypothetical treatment scenarios; Results and Figs. 2-5 report internal and external VPCs; Appendix S5 contains model code.",Methods and Tables 1–3; development/external VPC Figs. 1–5 and supplement; Appendix S5.
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,explicit_causal_estimand,no,yes,"The longitudinal disease models receive genuinely independent non-US validation, and the platform can vary treatment timing and magnitude. However, the article mainly validates natural-history models and describes the simulation platform; it does not report a prospective decision-impact study or a clearly defined causal treatment estimand. Hypothetical treatment effects are assumptions, so causal evidence remains limited.",Frozen non-US natural-history validation is strong. Hypothetical treatment perturbations have no observed treatment-effect or causal validation; VPC intervals are uncertainty evidence but not formal calibration coverage.,"Clinical and Translational Science full text, DOI 10.1002/psp4.12753: Methods and Table 1 describe 15 studies, 1,505 participants, 27,252 observations, five outcomes, model-building and four non-US validation datasets; model-development and simulation sections define NLME trajectories, covariates, missing timed-test observations, placebo and hypothetical treatment scenarios; Results and Figs. 2-5 report internal and external VPCs; Appendix S5 contains model code.",Methods and Tables 1–3; development/external VPC Figs. 1–5 and supplement; Appendix S5.
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,closed_loop_evaluation,offline,simulation,"The longitudinal disease models receive genuinely independent non-US validation, and the platform can vary treatment timing and magnitude. However, the article mainly validates natural-history models and describes the simulation platform; it does not report a prospective decision-impact study or a clearly defined causal treatment estimand. Hypothetical treatment effects are assumptions, so causal evidence remains limited.",Frozen non-US natural-history validation is strong. Hypothetical treatment perturbations have no observed treatment-effect or causal validation; VPC intervals are uncertainty evidence but not formal calibration coverage.,"Clinical and Translational Science full text, DOI 10.1002/psp4.12753: Methods and Table 1 describe 15 studies, 1,505 participants, 27,252 observations, five outcomes, model-building and four non-US validation datasets; model-development and simulation sections define NLME trajectories, covariates, missing timed-test observations, placebo and hypothetical treatment scenarios; Results and Figs. 2-5 report internal and external VPCs; Appendix S5 contains model code.",Methods and Tables 1–3; development/external VPC Figs. 1–5 and supplement; Appendix S5.
MWM-X056BF65776,Generating whole-brain neural activity and behavior through unified latent dynamics,action_evidence,2,1,"Long free-running generation and structured latent perturbations are empirically tested, but all fitting and distributional comparison use one immobilized C. elegans recording without held-out animals. Targeted steering is a model-space intervention, not validated biological causation. State-dependent stochasticity is modeled without formal predictive calibration. No paper-specific public code or processed data release was identified.","Long stochastic rollouts and synthetic steering are well characterized, but all empirical evaluation uses one training recording and latent interventions lack biological, causal, external, or safety validation.","bioRxiv v2 full text, DOI 10.64898/2026.06.05.730482: Results sections on latent dynamics and generative modeling report a 109-neuron single-animal recording, 30,000-step free generation, 1,000 60-s rollouts, behavioral/transition-distribution tests, and connectivity reconstruction; perturbation and steering sections report global/local noise and targeted behavioral steering; Methods define the encoder, stochastic transition, recurrent decoders, and evaluation.","Results Secs. 2.2–2.5, Figs. 2–4; Methods Secs. 4.1–4.5; Fig. S1."
MWM-X056BF65776,Generating whole-brain neural activity and behavior through unified latent dynamics,safety_evidence,1,0,"Long free-running generation and structured latent perturbations are empirically tested, but all fitting and distributional comparison use one immobilized C. elegans recording without held-out animals. Targeted steering is a model-space intervention, not validated biological causation. State-dependent stochasticity is modeled without formal predictive calibration. No paper-specific public code or processed data release was identified.","Long stochastic rollouts and synthetic steering are well characterized, but all empirical evaluation uses one training recording and latent interventions lack biological, causal, external, or safety validation.","bioRxiv v2 full text, DOI 10.64898/2026.06.05.730482: Results sections on latent dynamics and generative modeling report a 109-neuron single-animal recording, 30,000-step free generation, 1,000 60-s rollouts, behavioral/transition-distribution tests, and connectivity reconstruction; perturbation and steering sections report global/local noise and targeted behavioral steering; Methods define the encoder, stochastic transition, recurrent decoders, and evaluation.","Results Secs. 2.2–2.5, Figs. 2–4; Methods Secs. 4.1–4.5; Fig. S1."
MWM-X056BF65776,Generating whole-brain neural activity and behavior through unified latent dynamics,reproducibility_evidence,0,1,"Long free-running generation and structured latent perturbations are empirically tested, but all fitting and distributional comparison use one immobilized C. elegans recording without held-out animals. Targeted steering is a model-space intervention, not validated biological causation. State-dependent stochasticity is modeled without formal predictive calibration. No paper-specific public code or processed data release was identified.","Long stochastic rollouts and synthetic steering are well characterized, but all empirical evaluation uses one training recording and latent interventions lack biological, causal, external, or safety validation.","bioRxiv v2 full text, DOI 10.64898/2026.06.05.730482: Results sections on latent dynamics and generative modeling report a 109-neuron single-animal recording, 30,000-step free generation, 1,000 60-s rollouts, behavioral/transition-distribution tests, and connectivity reconstruction; perturbation and steering sections report global/local noise and targeted behavioral steering; Methods define the encoder, stochastic transition, recurrent decoders, and evaluation.","Results Secs. 2.2–2.5, Figs. 2–4; Methods Secs. 4.1–4.5; Fig. S1."
MWM-XC890A9B151,Machine Learning for Mechanical Ventilation Control,frozen_external_validation,yes,no,"The learned simulator supports controller optimization and the resulting controller is evaluated closed loop on real bench hardware across six lung settings. Action variation is present in data collection, but there is no action-agnostic model comparator, uncertainty analysis, or clinical/patient validation. The ventilator platform is open source, while the paper-specific learning code and datasets were not clearly released.","Horizon-resolved simulator error and real hardware control with explicit safeguards are strengths. Transfer remains on the same platform, and uncertainty, action-agnostic comparison, patient evidence, and learned artifacts are absent.","Author arXiv v4 full text corresponding to DOI 10.1101/2021.02.26.21252524: Sections 2-3 define QuickLung physical testing, six resistance/compliance settings, pressure/control histories, learned simulators, randomized valve perturbations, and residual-PID control; simulator-evaluation figures report recursive open-loop error through 30 steps; controller figures compare learned control with grid-searched PID on physical ventilators; safety overrides and pneumatic protections are described in the experimental setup.","Methods pp. 5–8, Secs. 3–5, Figs. 3–9; Fig. 5 for 25-step error; Appendix B, Tables 3–5."
MWM-XBAD327876F,OMG-RL:Offline Model-based Guided Reward Learning for Heparin Treatment,state_evidence,2,1,"The study learns a sequential dosing policy, but model validity is inferred mainly from offline policy metrics and simulated success rather than direct transition-error or prospective clinical evaluation. The observational clinician-action data are not accompanied by a causal estimand, confounding adjustment, or overlap diagnostics. Ensemble variation is not calibrated. No public implementation or trained weights were identified.","Policy value is evaluated with WIS and model rollouts, but direct dynamics fidelity, action support, confounding, calibration, external validation, and explicit bleeding/thrombosis hazard tests are missing.","Author arXiv v2 full text for the matching OMG-RL study, arXiv:2409.13299; journal successor DOI 10.1016/j.bea.2025.100198: data/method sections define 1,911 MIMIC-III heparin patients, hourly preprocessing, 16-variable states, six dose actions, an ensemble probabilistic transition model, and 36-step simulated trajectories; experiment tables/figures compare offline-RL baselines, clinicians, WIS estimates, and simulated treatment success over repeated runs.","Methods pp. 5–7, Algorithms 1–2; Setup pp. 7–8; Results pp. 8–13, Figs. 2–8; limitations p. 13."
MWM-XBAD327876F,OMG-RL:Offline Model-based Guided Reward Learning for Heparin Treatment,causal_evidence,0,1,"The study learns a sequential dosing policy, but model validity is inferred mainly from offline policy metrics and simulated success rather than direct transition-error or prospective clinical evaluation. The observational clinician-action data are not accompanied by a causal estimand, confounding adjustment, or overlap diagnostics. Ensemble variation is not calibrated. No public implementation or trained weights were identified.","Policy value is evaluated with WIS and model rollouts, but direct dynamics fidelity, action support, confounding, calibration, external validation, and explicit bleeding/thrombosis hazard tests are missing.","Author arXiv v2 full text for the matching OMG-RL study, arXiv:2409.13299; journal successor DOI 10.1016/j.bea.2025.100198: data/method sections define 1,911 MIMIC-III heparin patients, hourly preprocessing, 16-variable states, six dose actions, an ensemble probabilistic transition model, and 36-step simulated trajectories; experiment tables/figures compare offline-RL baselines, clinicians, WIS estimates, and simulated treatment success over repeated runs.","Methods pp. 5–7, Algorithms 1–2; Setup pp. 7–8; Results pp. 8–13, Figs. 2–8; limitations p. 13."
