candidate_id,title,abstract,final_corpus_type,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,final_decision,final_reason_code,resolution_route,adjudication_rationale,source_routes,source_record_ids,exact_match_group_size,manual_lineage_review_required,lineage_action,lineage_canonical_candidate_id,lineage_relation_type,lineage_rationale,lineage_source_anchor,lineage_confidence
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,"Altered affective state dynamics are a characteristic feature of depression and can persist beyond symptomatic remission. Individuals with remitted major depressive disorder (rMDD) often show heightened reactivity to negative mood states and reduced efficiency in recovering from them, consistent with changes in affective dynamics after remission. These patterns may reflect alterations in the brain's capacity to flexibly shift between neural states that support distinct affective modes. Characterizing the dynamical mechanisms that govern transitions into and out of experimentally induced affective states is therefore essential for understanding vulnerability to recurrence and informing mechanistic interventions. We developed a data-driven framework combining dynamical system reconstruction (DSR) with model-based control to infer optimal control policies for transitions between resting and sad mood brain states using functional magnetic resonance imaging (fMRI) data. Nonlinear DSR models trained on individuals with rMDD and healthy controls (HC) yielded region-specific, state-dependent control strategies. Small regions (e.g., sgACC, NAcc) showed higher controllability, requiring less energy for state transitions. Notably, rMDD participants required less control energy than HC to shift both into and, to a more spatially restricted extent, out of sad mood states. Despite reaching the resting state target with similar proximity, however, they remained closer to the sad mood distribution when returning to rest, reflecting a residual bias toward the sad mood distribution. Elevated coupling in rMDD, especially toward the DLPFC, was linked to lower control energy, suggesting that stronger network coupling facilitates transitions. These findings indicate rMDD dynamics that ease entry into sad mood states but impede full disengagement. More broadly, they demonstrate how closed-loop control applied to data-driven dynamical models can provide mechanistic insight into brain state transitions and inform future hypotheses about cognitive vulnerability or compensatory processes.",empirical,"Emonds N, Herberg E, Gerchen MF, Pritsch M, Rocha J, Zamoscik V, Kirsch P, Herzog R, Koppe G.",2026,2026-08-01,,10.1002/hbm.70600,,https://europepmc.org/article/MED/42454569,,['europe_pmc'],['europe_pmc_core'],indexed,include,include_empirical,merged_inclusion_sources,"Individual fMRI time series train nonlinear dynamical-system-reconstruction models of resting and sad-mood brain states; optimal-control rollouts directly evaluate target-state convergence, trajectory likelihood, and control energy.",exhaustive_rescreen,AUD-33eaf98b7a7b,1,no,retain,MWM-XD5F16C34AE,preprint_to_journal_successor,"The Human Brain Mapping article is the journal successor of the same-author, same-title bioRxiv preprint 10.1101/2025.07.21.665992. Only the journal article should represent the study; no duplicate candidate occurs in either corpus.",https://doi.org/10.1101/2025.07.21.665992;https://doi.org/10.1002/hbm.70600,high
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,"A bstract Hospital antimicrobial resistance (AMR) emanates from an array of complex interactions between patient turnover, heterogeneous patient–staff contact patterns, antibiotic-driven within-host selection, and imperfect surveillance. We present a hospital AMR digital twin that combines mechanistic simulation with temporal graph learning to forecast resistance emergence from evolving daily contact networks and enable support intervention planning. Our approach is twofold: graph neural networks and transformers to model predictions and mathematical programming optimization to provide decision support. The main predictive task asks whether future spread of resistant infections is more likely to be driven by endogenous hospital transmission and selection or from importation on admission. We evaluated this task under both fully observed and partially observed settings, using baseline benchmarks together with ablations, surveillance perturbations, and distribution-shift stress tests. Under canonical conditions, the model achieved very strong predictive performance, especially when ground-truth system states were available, and remained informative under partial observation. Ablations showed that contact-weight information was relatively robust, whereas compressed node-feature representations weakened performance more noticeably when observations were incomplete. Surveillance stress tests further showed that delayed or less frequent reporting can be tolerated in some settings, but threshold calibration becomes fragile under more severe observation changes. Across broader epidemiological and surveillance shifts, the ground-truth model generally preserved strong ranking ability, while partial-observation performance was less stable. When models were trained directly in the shifted regime, performance improved compared with zero-shot transfer, indicating that the digital twin can adapt to new and previously unseen operating conditions but that portability across regimes can improve, particularly when only partial surveillance data are available. We also evaluated intervention-conditioned forecasting by branching hospital states into a small library of screening and isolation policies under a shock-and-superspreader regime. The learned models supported useful within-state action ranking and frequently identified policies that improved on the baseline containment protocols or avoided worsening outcomes. The same digital twin can also support constrained intervention selection, although reliable deployment will require careful calibration, improved robustness under partial observation, and broader policy libraries.",empirical,"Triantafyllidis CP, Aguas R.",2026,2026-05-22,openRxiv,10.64898/2026.05.15.26353296,,https://europepmc.org/article/PPR/PPR1237042,posted-content,crossref;europe_pmc,"""clinical digital twin"" intervention;""intervention-conditioned forecasting"" clinical;europe_pmc_core",indexed,include,include_empirical,merged_inclusion_sources,Temporal graph and transformer models learn resistance-spread transitions from evolving hospital contact states; branched screening and isolation policies are evaluated by future-state forecasts and within-state action ranking.,expanded_search,ALT-b41d73135078,1,no,retain,MWM-XB41D731350,current_preprint_no_successor_identified,"The medRxiv/openRxiv DOI resolves to the current preprint. No same-title publication successor, duplicate corpus record, correction, withdrawal, or retraction was identified by the cutoff.",https://doi.org/10.64898/2026.05.15.26353296,medium
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling","A key challenge in inferring gene regulatory networks (GRNs) governing cellular processes such as differentiation and reprogramming from experimental data lies in the impossibility of directly measuring protein dynamics at the single-cell level, which prevents establishing causal relationships between regulator activity and target responses. In earlier work, we introduced CARDAMOM, an algorithm that uses temporal snapshots of scRNA-seq data to calibrate a GRN-driven mechanistic model of gene expression. However, this method had several limitations: it could only rely on the relative ordering of time points rather than their exact labels, imposed restrictive quasi-stationary assumptions on protein dynamics, and depended on multiple hyperparameters. Here, we present CardamomOT, a new method based on the same mechanistic model that jointly reconstructs the GRN and unobserved protein trajectories from the data within a mechanistic optimal transport framework. By incorporating exact time labels and priors on protein kinetic rates from the literature, and substantially reducing the number of required hyperparameters, our approach addresses these limitations and substantially improves the accuracy and robustness of GRN calibration. We validate our framework on both in silico and experimental datasets, demonstrating computational scalability and consistently improved performance over state-of-the-art methods in both GRN and trajectory reconstruction. In particular, CardamomOT accurately recovers velocity fields driving cellular trajectories and unobserved protein levels, alongside reliable GRN structures. We also show that these improvements make the calibrated mechanistic model suitable to be used as a generative model to predict cellular responses to unseen perturbations. To our knowledge, this is among the first methods to explicitly integrate mechanistic GRN inference, trajectory reconstruction, and simulation of realistic datasets into a unified framework for scRNA-seq time series analysis. Author summary Predicting gene regulatory interactions and understanding how cellular trajectories respond to perturbations are central challenges in cell biology and bioinformatics, yet they have long been addressed as separate problems. Only a few recent approaches leverage temporal single-cell RNA sequencing data to jointly infer gene regulatory networks (GRNs) and cellular trajectories, including our previous method CARDAMOM. In this work, we introduce CardamomOT, a new framework that integrates optimal transport—a mathematical theory that has become widely used in computational biology in recent years—within a mechanistic modeling approach. This allows us to link cells across timepoints while jointly reconstructing the underlying, unobserved protein trajectories that drive gene regulation. By explicitly modeling these latent dynamics, our method substantially improves the robustness and accuracy of GRN inference. In contrast to many black-box approaches, CardamomOT is grounded in a biologically interpretable mechanistic model of gene expression, incorporating key processes such as transcriptional bursting, protein translation, and degradation. This framework naturally accommodates prior knowledge on RNA and protein kinetic rates available in the literature and remains consistent with the statistical properties of single-cell transcriptomic data. We demonstrate on both simulated and experimental datasets that CardamomOT accurately infers GRNs and reconstructs cellular trajectories. Moreover, because it provides a fully calibrated generative model, it can be used to predict cellular responses to unseen perturbations by modifying the inferred regulatory interactions.",empirical,"Maugé Y, Ventre E.",2026,2026-04-02,,10.64898/2026.03.31.715390,,https://europepmc.org/article/PPR/PPR1215662,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"CardamomOT calibrates gene-regulatory and latent protein transitions from time-labeled single-cell data, reconstructs trajectories, and evaluates generation under unseen regulatory perturbations.",expanded_search,ALT-d3411f7d184d,1,no,retain,MWM-XD3411F7D18,current_preprint_no_successor_identified,"The bioRxiv DOI is the current primary report of CardamomOT. Searches found later applications of the framework but no renamed publication of this study, corpus duplicate, correction, withdrawal, or retraction.",https://doi.org/10.64898/2026.03.31.715390,medium
MWM-XD7F5DAFF27,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,"Digital twin models are of high interest to Head and Neck Cancer (HNC) oncologists, who have to navigate a series of complex treatment decisions that weigh the efficacy of tumor control against toxicity and mortality risks. Evaluating individual risk profiles necessitates a deeper understanding of the interplay between different factors such as patient health, spatial tumor location and spread, and risk of subsequent toxicities that can not be adequately captured through simple heuristics. To support clinicians in better understanding tradeoffs when deciding on treatment courses, we developed DITTO, a digital-twin and visual computing system that allows clinicians to analyze detailed risk profiles for each patient, and decide on a treatment plan. DITTO relies on a sequential Deep Reinforcement Learning digital twin (DT) to deliver personalized risk of both long-term and short-term disease outcome and toxicity risk for HNC patients. Based on a participatory collaborative design alongside oncologists, we also implement several visual explainability methods to promote clinical trust and encourage healthy skepticism when using our system. We evaluate the efficacy of DITTO through quantitative evaluation of performance and case studies with qualitative feedback. Finally, we discuss design lessons for developing clinical visual XAI applications for clinical end users.",empirical,"Wentzel A, Attia S, Zhang X, Canahuate G, Fuller CD, Marai GE.",2025,2024-11-25,,10.1109/tvcg.2024.3456160,,https://europepmc.org/article/MED/39255169,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"DITTO learns sequential treatment-state and outcome relationships from head-and-neck cancer histories, evaluates personalized short- and long-term outcomes under treatment sequences, and exposes action tradeoffs to clinicians.",expanded_search,ALT-d7f5daff27f0,1,no,retain,MWM-XD7F5DAFF27,preprint_to_journal_successor,arXiv 2407.13107 and the IEEE TVCG DOI describe the same DITTO study. The journal article is the canonical publication and the corpus contains no second DITTO candidate.,https://arxiv.org/abs/2407.13107;https://doi.org/10.1109/tvcg.2024.3456160,high
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,"Abstract At the forefront of bridging computational brain modeling with personalized medicine, this study introduces a novel, real-time, electrocorticogram (ECoG) simulator, based on the digital twin brain concept. Utilizing advanced data assimilation techniques, specifically a Variational Bayesian Recurrent Neural Network model with hierarchical latent units, the simulator dynamically predicts ECoG signals reflecting real-time brain latent states. By assimilating broad ECoG signals from macaque monkeys across awake and anesthetized conditions, the model successfully updated its latent states in real-time, enhancing precision of ECoG signal simulations. Behind successful data assimilation, self-organization of latent states in the model was observed, reflecting brain states and individuality. This self-organization facilitated simulation of virtual drug administration and uncovered functional networks underlying changes in brain function during anesthesia. These results show that the proposed model can simulate brain signals in real-time with high accuracy and is also useful for revealing underlying information processing dynamics.",empirical,Yuta Takahashi; Hayato Idei; Misako Komatsu; Jun Tani; Hiroaki Tomita; Yuichi Yamashita,2025,2025,npj Digital Medicine,10.1038/s41746-025-01444-1,,https://doi.org/10.1038/s41746-025-01444-1,journal-article,crossref,"""clinical digital twin"" intervention",registered,include,include_empirical,merged_inclusion_sources,"A variational Bayesian recurrent model learns latent ECoG transitions with online data assimilation, evaluates real-time signal rollout, and simulates virtual anesthetic intervention effects.",expanded_search,ALT-1305c7353fe7,1,no,retain,MWM-X1305C7353F,preprint_to_journal_successor,The bioRxiv preprint 10.1101/2024.05.17.594789 and npj Digital Medicine article are the same study with a lightly revised title. The journal DOI is canonical and no duplicate candidate is present.,https://doi.org/10.1101/2024.05.17.594789;https://doi.org/10.1038/s41746-025-01444-1,high
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,"Introduction Parkinson's disease (PD) impairs motor preparation due to basal ganglia dysfunction, contributing to motor deficits. Galvanic Vestibular Stimulation (GVS), a non-invasive neuromodulation technique, shows promise in enhancing motor function in PD, but its underlying neural mechanisms are poorly understood. This study employs a Deep Koopman model to linearize and analyze preparatory EEG dynamics in PD, hypothesizing that GVS restores cortical activity patterns critical for motor planning. Methods EEG data from 18 PD participants (on/off medication) and 18 healthy controls were collected during a preparatory phase of a motor task under three conditions: sham, GVS1 (50-100 Hz multi-sine), and GVS2 (100-150 Hz multi-sine). A Deep Koopman framework mapped EEG signals into a three-dimensional latent space for linear dynamical analysis. Temporal dynamics were assessed via eigenvalue analysis, spatial contributions via regression-based scalp mapping, and motor performance correlations via Pearson's coefficients. A Linear Quadratic Regulator (LQR) simulated control of PD dynamics toward healthy patterns. Results The Deep Koopman model accurately captured EEG dynamics, with eigenvalue analysis showing no significant temporal dynamic differences across groups. Spatial contribution analysis revealed that PD-Off sham conditions deviated most from healthy control EEG patterns, while GVS and medication significantly reduced these deviations, aligning PD patterns closer to controls. Closer alignment correlated with improved motor performance metrics, including reduced reaction and squeeze times. LQR control effectively guided PD neural dynamics toward healthy trajectories in the latent space. Discussion GVS enhances motor preparation in PD by restoring healthy cortical EEG patterns, with additive benefits from dopaminergic medication. The Deep Koopman framework offers a powerful approach for dissecting complex EEG dynamics and designing targeted neuromodulation strategies. These findings elucidate GVS's therapeutic mechanisms and highlight its potential for personalized PD interventions, warranting further exploration in larger cohorts and varied stimulation protocols.",empirical,"Kia M, Mirian MS, Soori S, Saedi S, Arasteh E, Faramarzi MH, Chinchani A, Lee S, Luczak A, McKeown MJ.",2025,2025-05-14,,10.3389/fnhum.2025.1566566,,https://europepmc.org/article/MED/40438537,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"A deep Koopman operator learns EEG state transitions from patient recordings, predicts preparatory trajectories under stimulation, and supports simulated LQR steering toward healthy dynamics.",expanded_search,ALT-6a64d732fb1e,1,no,retain,MWM-X6A64D732FB,no_related_version_identified,"The Frontiers in Human Neuroscience article is the stable report. No same-study preprint, duplicate corpus record, correction, withdrawal, or retraction was identified.",https://doi.org/10.3389/fnhum.2025.1566566,high
MWM-X21155DF63C,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,"Computational models of auditory processing can be valuable tools for research and technology development. Models of the cochlea are highly accurate and widely used, but models of the auditory brain lag far behind in both performance and penetration. Here we present ICNet, a convolutional encoder-decoder model of neural coding in the inferior colliculus. We developed ICNet using large-scale intracranial recordings from anaesthetized gerbils, addressing three key modelling challenges that are common across all sensory systems: capturing the full statistical structure of neuronal response patterns; accounting for physiological and experimental non-stationarity; and extracting features of sensory processing that are shared across different brains. ICNet provides highly accurate simulation of multi-unit neural responses to a wide range of complex sounds, including near-perfect responses to speech. It also reproduces key neurophysiological phenomena such as forward masking and dynamic range adaptation. ICNet can be used to simulate activity from thousands of neural units or to provide a compact representation of early central auditory processing through its latent dynamics, facilitating a wide range of hearing and audio applications. It can also serve as a foundation core, providing a baseline neural representation for models of active listening or higher-level auditory processing.",empirical,Fotios Drakopoulos; Lloyd Pellatt; Shievanie Sabesan; Yiqing Xia; Andreas Fragner; Nicholas A Lesica,2025,2025,Nature machine intelligence,10.1038/s42256-025-01104-9,,https://pubmed.ncbi.nlm.nih.gov/41019457/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"ICNet learns sound-conditioned temporal neural-response dynamics from large intracranial recordings and directly evaluates simulated multineuron activity, adaptation, and forward masking.",expanded_search,ALT-21155df63ca2,1,no,retain,MWM-X21155DF63C,preprint_to_journal_successor,"Crossref identifies bioRxiv 10.1101/2024.06.17.599294 as the preprint of the Nature Machine Intelligence article. The spelling change from Modeling to Modelling is a publication-version change, not a separate study.",https://doi.org/10.1101/2024.06.17.599294;https://doi.org/10.1038/s42256-025-01104-9,high
MWM-XB062A5A9FB,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,"The personalized titration and optimization of insulin regimens for treatment of type 2 diabetes (T2D) are resource-demanding healthcare tasks. Here we propose a model-based reinforcement learning (RL) framework (called RL-DITR), which learns the optimal insulin regimen by analyzing glycemic state rewards through patient model interactions. When evaluated during the development phase for managing hospitalized patients with T2D, RL-DITR achieved superior insulin titration optimization (mean absolute error (MAE) of 1.10 ± 0.03 U) compared to other deep learning models and standard clinical methods. We performed a stepwise clinical validation of the artificial intelligence system from simulation to deployment, demonstrating better performance in glycemic control in inpatients compared to junior and intermediate-level physicians through quantitative (MAE of 1.18 ± 0.09 U) and qualitative metrics from a blinded review. Additionally, we conducted a single-arm, patient-blinded, proof-of-concept feasibility trial in 16 patients with T2D. The primary outcome was difference in mean daily capillary blood glucose during the trial, which decreased from 11.1 (±3.6) to 8.6 (±2.4) mmol L -1 (P < 0.01), meeting the pre-specified endpoint. No episodes of severe hypoglycemia or hyperglycemia with ketosis occurred. These preliminary results warrant further investigation in larger, more diverse clinical studies. ClinicalTrials.gov registration: NCT05409391 .",empirical,Guangyu Wang; Xiaohong Liu; Zhen Ying; Guoxing Yang; Zhiwei Chen; Zhiwen Liu; Min Zhang; Hongmei Yan; Yuxing Lu; Yuanxu Gao; Kanmin Xue; Xiaoying Li; Ying Chen,2023,2023,Nature medicine,10.1038/s41591-023-02552-9,,https://pubmed.ncbi.nlm.nih.gov/37710000/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"A patient model learns action-conditioned glucose transitions from longitudinal EHR trajectories, is recursively unrolled for multistep insulin planning, and is validated internally, externally, and prospectively.",expanded_search,ALT-b062a5a9fbf8,1,no,retain,MWM-XB062A5A9FB,conference_abstract_to_full_article,The 2022 ADA 63-OR conference abstract is a preliminary report from the same clinical-trial program; the 2023 Nature Medicine paper is the full article with complete methods and results. No duplicate full article appears in the corpus.,https://diabetesjournals.org/diabetes/article/71/Supplement_1/63-OR/145996/63-OR-Type-1-Diabetes-Clinical-Trial-Simulator-A;https://doi.org/10.1038/s41591-023-02552-9,high
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,"In this study, we investigate SimulAD, a novel quantitative instrument for the development of intervention strategies for disease-modifying drugs in Alzheimer's disease. SimulAD is based on the modeling of the spatio-temporal dynamics governing the joint evolution of imaging and clinical biomarkers along the history of the disease, and allows the simulation of the effect of intervention time and drug dosage on the biomarkers' progression. When applied to multi-modal imaging and clinical data from the Alzheimer's Disease Neuroimaging Initiative the method enables to generate hypothetical scenarios of amyloid lowering interventions. The results quantify the crucial role of intervention time, and provide a theoretical justification for testing amyloid modifying drugs in the pre-clinical stage. Our experimental simulations are compatible with the outcomes observed in past clinical trials, and suggest that anti-amyloid treatments should be administered at least 7 years earlier than what is currently being done in order to obtain statistically powered improvement of clinical endpoints.",empirical,"Abi Nader C, Ayache N, Frisoni GB, Robert P, Lorenzi M, Alzheimer’s Disease Neuroimaging Initiative.",2021,2021-04-28,,10.1093/braincomms/fcab091,,https://europepmc.org/article/MED/34085040,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,SimulAD learns joint biomarker transitions from multimodal ADNI data and evaluates intervention-time and dosage branches through free disease-course simulation and trial-compatible outcomes.,expanded_search,ALT-b6f8ec5868d5,1,no,retain,MWM-XB6F8EC5868,preprint_to_journal_successor_and_companion_study_family,bioRxiv 10.1101/2020.09.02.279521 is the preprint of the Brain Communications article. This is the SimulAD intervention-simulation study and remains separate from the external-cohort validation MWM-XC71FC75483 and Phase III extension MWM-X36A3691F14.,https://doi.org/10.1101/2020.09.02.279521;https://doi.org/10.1093/braincomms/fcab091;https://doi.org/10.1016/j.neurobiolaging.2021.12.015;https://doi.org/10.64898/2026.05.03.26352317,high
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,"Medical diagnosis assistant (MDA) aims to build an interactive diagnostic agent to sequentially inquire about symptoms for discriminating diseases. However, since the dialogue records for building a patient simulator are collected passively, the collected records might be deteriorated by some task-unrelated biases, such as the preference of the collectors. These biases might hinder the diagnostic agent to capture transportable knowledge from the simulator. This work identifies and resolves two representative non-causal biases, i.e., (i) default-answer bias and (ii) distributional inquiry bias. Specifically, Bias (i) originates from the patient simulator which tries to answer the unrecorded inquiries with some biased default answers. To eliminate this bias and improve upon a well-known causal inference technique, i.e., propensity score matching, we propose a novel propensity latent matching in building a patient simulator to effectively answer unrecorded inquiries; Bias (ii) inherently comes along with the passively collected data that the agent might learn by remembering what to inquire within the training data while not able to generalize to the out-of-distribution cases. To this end, we propose a progressive assurance agent, which includes the dual processes accounting for symptom inquiry and disease diagnosis respectively. The diagnosis process pictures the patient mentally and probabilistically by intervention to eliminate the effect of the inquiry behavior. And the inquiry process is driven by the diagnosis process to inquire about symptoms to enhance the diagnostic confidence which alters as the patient distribution changes. In this cooperative manner, our proposed agent can improve upon the out-of-distribution generalization significantly. Extensive experiments demonstrate that our framework achieves new state-of-the-art performance and possesses the advantage of transportability.",empirical,Junfan Lin; Keze Wang; Ziliang Chen; Xiaodan Liang; Liang Lin,2023,2023,IEEE transactions on pattern analysis and machine intelligence,10.1109/tpami.2023.3292363,,https://pubmed.ncbi.nlm.nih.gov/37405895/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"The patient simulator learns symptom-response behavior from passive clinical dialogues using propensity latent matching, and the interactive action-response process is evaluated for sequential diagnosis and out-of-distribution transportability.",expanded_search,ALT-009a6e0f911b,1,no,retain,MWM-X009A6E0F91,preprint_to_journal_successor,arXiv 2003.06534 and IEEE TPAMI DOI 10.1109/TPAMI.2023.3292363 are the preprint and journal versions of the same study. The TPAMI article is canonical and no duplicate candidate occurs in the corpus.,https://arxiv.org/abs/2003.06534;https://doi.org/10.1109/tpami.2023.3292363,high
